,StockCode,InvoiceDate,Description,Quantity,Price,Revenue
1417,22732,2010-09-20 12:02:00,3D STICKERS VINTAGE CHRISTMAS,74,1.25,92.5
1418,22733,2010-10-26 08:11:00,3D TRADITIONAL CHRISTMAS STICKERS,54,1.25,67.5
1419,22734,2010-09-20 12:02:00,SET OF 6 RIBBONS VINTAGE CHRISTMAS,174,2.6957142857142857,457.97999999999996
1420,22735,2010-10-21 11:55:00,RIBBON REEL SOCKS AND MITTENS,50,1.65,82.5
1421,22736,2010-11-09 14:42:00,RIBBON REEL MAKING SNOWMEN ,30,1.6499999999999997,49.5
1422,22737,2010-09-20 12:02:00,RIBBON REEL CHRISTMAS PRESENT ,140,1.6499999999999997,231.0
1423,22738,2010-09-20 12:02:00,RIBBON REEL SNOWY VILLAGE,50,1.65,82.5
1424,22739,2010-09-20 12:02:00,"RIBBON REEL, XMAS SOCK/BAUBLE",280,1.6147058823529412,438.0
1425,22740,2010-10-05 09:26:00,POLKADOT PEN,480,0.85,408.0
1426,22741,2010-09-30 14:46:00,FUNKY DIVA PEN,144,0.85,122.39999999999999
1427,22742,2010-08-31 10:52:00,MAKE YOUR OWN PLAYTIME CARD KIT,66,2.7340000000000004,168.78000000000003
1428,22743,2010-09-30 14:46:00,MAKE YOUR OWN FLOWERPOWER CARD KIT,42,2.5900000000000003,97.98000000000002
1429,22744,2010-08-15 14:34:00,MAKE YOUR OWN MONSOON CARD KIT,110,2.6915384615384617,279.38
1430,22745,2010-10-27 13:29:00,POPPY'S PLAYHOUSE BEDROOM ,54,2.1,113.4
1431,22746,2010-09-26 13:20:00,POPPY'S PLAYHOUSE LIVINGROOM ,48,2.1,100.80000000000001
1432,22747,2010-10-27 13:29:00,POPPY'S PLAYHOUSE BATHROOM,24,2.1,50.400000000000006
1433,22748,2010-09-26 13:20:00,POPPY'S PLAYHOUSE KITCHEN,66,2.1,138.60000000000002
1434,22749,2010-10-22 09:36:00,FELTCRAFT PRINCESS CHARLOTTE DOLL,46,3.75,172.5
1435,22750,2010-10-22 09:36:00,FELTCRAFT PRINCESS LOLA DOLL,42,3.75,157.5
1436,22751,2010-09-26 13:20:00,FELTCRAFT PRINCESS OLIVIA DOLL,26,3.75,97.5
1437,22752,2010-08-31 10:52:00,SET 7 BABUSHKA NESTING BOXES,36,8.5,306.0
1438,22753,2010-08-22 10:33:00,SMALL YELLOW BABUSHKA NOTEBOOK ,84,0.7433333333333333,56.04
1439,22754,2010-08-22 10:33:00,SMALL RED BABUSHKA NOTEBOOK ,60,0.69,35.64
1440,22755,2010-08-22 10:33:00,SMALL PURPLE BABUSHKA NOTEBOOK ,84,0.7433333333333333,56.04
1441,22756,2010-09-29 13:14:00,LARGE YELLOW BABUSHKA NOTEBOOK ,24,1.25,30.0
1442,22757,2010-08-22 10:33:00,LARGE RED BABUSHKA NOTEBOOK ,96,1.25,120.0
1443,22758,2010-08-22 10:33:00,LARGE PURPLE BABUSHKA NOTEBOOK  ,96,1.127142857142857,99.36
1444,22759,2010-08-20 14:53:00,SET OF 3 NOTEBOOKS IN PARCEL,168,1.6499999999999997,277.2
1445,22760,2010-10-26 08:11:00,"TRAY, BREAKFAST IN BED",14,11.85,156.89999999999998
1446,22762,2011-03-28 07:53:00,CUPBOARD 3 DRAWER MA CAMPAGNE,3,14.949999999999998,44.849999999999994
1447,22763,2010-10-14 12:31:00,KEY CABINET MA CAMPAGNE,12,9.95,119.39999999999999
1448,22765,2010-10-14 17:09:00,NEWSPAPER STAND,13,14.51,176.75
1449,22766,2010-10-14 17:51:00,PHOTO FRAME CORNICE,332,2.934,941.0
1450,22767,2010-10-14 17:51:00,TRIPLE PHOTO FRAME CORNICE ,39,9.95,388.04999999999995
1451,22768,2010-10-14 17:51:00,FAMILY PHOTO FRAME CORNICE,45,9.95,447.75
1452,22769,2010-10-21 12:14:00,CHALKBOARD KITCHEN ORGANISER,10,22.95,213.5
1453,22770,2010-11-21 12:21:00,MIRROR CORNICE,3,14.95,44.849999999999994
1454,22771,2010-10-18 12:04:00,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,156,1.25,195.0
1455,22772,2010-10-18 12:04:00,PINK DRAWER KNOB ACRYLIC EDWARDIAN,84,1.25,105.0
1456,22773,2010-10-18 12:04:00,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,96,1.25,120.0
1457,22774,2010-10-18 12:04:00,RED DRAWER KNOB ACRYLIC EDWARDIAN,60,1.25,75.0
1458,22775,2010-10-18 12:04:00,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,84,1.25,105.0
1459,22776,2010-10-17 13:30:00,SWEETHEART CAKESTAND 3 TIER,87,9.488636363636363,778.65
1460,22777,2010-11-08 15:42:00,GLASS CLOCHE LARGE,8,8.5,68.0
1461,22778,2010-10-18 12:12:00,GLASS CLOCHE SMALL,8,3.95,31.6
1462,22780,2011-04-04 13:29:00,LIGHT GARLAND BUTTERFILES PINK,8,4.25,34.0
1463,22781,2011-10-17 12:25:00,GUMBALL MAGAZINE RACK,2,7.65,15.3
1464,22782,2011-12-07 11:42:00,SET 3 WICKER STORAGE BASKETS ,2,24.95,49.9
1465,22783,2010-10-26 08:11:00,SET 3 WICKER OVAL BASKETS W LIDS,5,18.45,87.75
1466,22784,2010-11-16 10:56:00,LANTERN CREAM GAZEBO ,12,4.95,59.400000000000006
1467,22788,2010-12-09 12:17:00,BROCANTE COAT RACK,2,9.95,19.9
1468,22789,2010-10-17 13:30:00,T-LIGHT HOLDER SWEETHEART HANGING,8,1.95,15.6
1469,22791,2010-11-15 14:26:00,T-LIGHT GLASS FLUTED ANTIQUE,126,1.25,157.5
1470,22792,2010-11-08 15:42:00,FLUTED ANTIQUE CANDLE HOLDER,60,0.85,51.0
1471,22794,2010-11-18 14:45:00,SWEETHEART WIRE MAGAZINE RACK,12,7.95,95.4
1472,22795,2010-10-17 13:30:00,SWEETHEART RECIPE BOOK STAND,288,6.536666666666666,1764.8000000000002
1473,22796,2010-10-21 12:14:00,PHOTO FRAME 3 CLASSIC HANGING,69,9.892,651.75
1474,22797,2010-10-28 19:37:00,CHEST OF DRAWERS GINGHAM HEART ,35,16.95,593.25
1475,22798,2010-12-10 12:33:00,ANTIQUE GLASS DRESSING TABLE POT,24,2.9500000000000006,70.80000000000001
1476,22799,2010-11-05 13:03:00,SWEETHEART WIRE FRUIT BOWL,24,7.1125,137.4
1477,22800,2010-12-10 12:33:00,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,3.75,15.0
1478,22801,2010-11-15 13:54:00,ANTIQUE GLASS PEDESTAL BOWL,18,3.75,67.5
1479,22803,2010-11-18 12:14:00,IVORY EMBROIDERED QUILT ,2,39.95,79.9
1480,22804,2010-12-09 12:17:00,CANDLEHOLDER PINK HANGING HEART,174,2.87,474.9
1481,22805,2011-06-27 08:48:00,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,1.25,15.0
1482,22806,2011-09-14 09:38:00,SET OF 6 T-LIGHTS WEDDING CAKE ,6,2.95,17.700000000000003
1483,22807,2010-10-05 09:26:00,SET OF 6 T-LIGHTS TOADSTOOLS,30,2.95,88.50000000000001
1484,22808,2011-02-15 14:49:00,SET OF 6 T-LIGHTS EASTER CHICKS,16,2.9500000000000006,47.2
1485,22809,2010-09-21 12:43:00,SET OF 6 T-LIGHTS SANTA,72,2.95,212.40000000000003
1486,22810,2010-10-03 11:15:00,SET OF 6 T-LIGHTS SNOWMEN,18,2.95,53.10000000000001
1487,22811,2011-09-28 12:20:00,SET OF 6 T-LIGHTS CACTI ,6,2.95,17.700000000000003
1488,22812,2010-09-20 12:02:00,PACK 3 BOXES CHRISTMAS PANNETONE,72,1.95,140.39999999999998
1489,22813,2010-10-26 08:11:00,PACK 3 BOXES BIRD PANNETONE ,48,1.95,93.6
1490,22814,2010-11-15 14:26:00,CARD PARTY GAMES ,24,0.42,10.08
1491,22815,2011-09-07 14:13:00,CARD PSYCHEDELIC APPLES,36,0.42,15.120000000000001
1492,22816,2010-09-21 12:43:00,CARD MOTORBIKE SANTA,132,0.42,55.44
1493,22818,2010-09-28 13:13:00,CARD CHRISTMAS VILLAGE,156,0.42,65.52
1494,22819,2010-10-27 09:59:00,"BIRTHDAY CARD, RETRO SPOT",24,0.42,10.08
1495,22820,2010-11-15 14:26:00,GIFT BAG BIRTHDAY,48,0.65,31.200000000000003
1496,22821,2010-11-16 10:56:00,GIFT BAG PSYCHEDELIC APPLES,108,0.65,70.2
1497,22822,2011-03-15 14:32:00,CREAM WALL PLANTER HEART SHAPED,20,5.95,119.0
1498,22824,2010-11-08 15:42:00,3 TIER SWEETHEART GARDEN SHELF,2,35.95,71.9
1499,22827,2011-09-21 12:23:00,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,165.0,165.0
1500,22829,2011-02-14 09:45:00,SWEETHEART WIRE WALL TIDY,8,9.95,79.6
1501,22830,2010-11-29 10:41:00,UTILTY CABINET WITH HOOKS,1,26.95,26.95
1502,22831,2011-06-06 13:48:00,WHITE BROCANTE SOAP DISH,166,2.87,432.09999999999997
1503,22832,2011-09-23 12:36:00,BROCANTE SHELF WITH HOOKS,0,10.75,0.0
1504,22833,2010-11-29 10:41:00,HALL CABINET WITH 3 DRAWERS,1,49.95,49.95
1505,22834,2010-10-14 17:51:00,HAND WARMER BABUSHKA DESIGN,48,2.1,100.80000000000001
1506,22835,2010-09-26 13:20:00,HOT WATER BOTTLE I AM SO POORLY,156,4.716666666666667,732.6
1507,22837,2010-10-13 14:58:00,HOT WATER BOTTLE BABUSHKA ,76,4.65,353.40000000000003
1508,22838,2010-10-17 13:30:00,3 TIER CAKE TIN RED AND CREAM,241,13.596153846153847,3101.35
1509,22839,2011-02-15 14:50:00,3 TIER CAKE TIN GREEN AND CREAM,94,13.575,1211.7
1510,22840,2010-10-17 13:30:00,ROUND CAKE TIN VINTAGE RED,211,7.866666666666667,1521.45
1511,22841,2010-10-18 12:04:00,ROUND CAKE TIN VINTAGE GREEN,34,7.859090909090909,258.3
1512,22842,2010-10-18 12:04:00,BISCUIT TIN VINTAGE RED,125,6.483333333333333,757.35
1513,22843,2010-10-18 12:04:00,BISCUIT TIN VINTAGE GREEN,111,6.4423076923076925,672.45
1514,22844,2010-12-03 14:04:00,VINTAGE CREAM DOG FOOD CONTAINER,10,8.5,85.0
1515,22845,2010-12-03 14:04:00,VINTAGE CREAM CAT FOOD CONTAINER,8,6.349999999999999,50.8
1516,22846,2010-10-17 13:30:00,BREAD BIN DINER STYLE RED ,57,16.31,902.15
1517,22847,2010-10-17 13:30:00,BREAD BIN DINER STYLE IVORY,101,15.84655172413793,1553.9499999999998
1518,22848,2010-10-22 09:36:00,"BREAD BIN, DINER STYLE, PINK",12,16.55,195.39999999999998
1519,22849,2010-10-21 12:10:00,BREAD BIN DINER STYLE MINT,23,16.06111111111111,357.84999999999997
1520,22851,2010-11-15 13:54:00,SET 20 NAPKINS FAIRY CAKES DESIGN ,132,0.85,112.19999999999999
1521,22852,2010-10-28 14:40:00,DOG BOWL VINTAGE CREAM,20,4.25,85.0
1522,22853,2010-10-28 14:40:00,CAT BOWL VINTAGE CREAM,24,3.25,78.0
1523,22854,2010-09-23 16:09:00,CREAM SWEETHEART EGG HOLDER,92,4.903333333333333,438.6
1524,22855,2010-11-03 10:20:00,FINE WICKER HEART ,36,1.25,45.0
1525,22856,2011-03-25 12:04:00,ASSORTED EASTER DECORATIONS  BELLS,24,1.25,30.0
1526,22857,2011-03-15 10:53:00,ASSORTED EASTER GIFT TAGS,24,0.85,20.4
1527,22858,2011-02-15 14:49:00,EASTER TIN KEEPSAKE,18,1.6499999999999997,29.699999999999996
1528,22859,2011-03-15 10:53:00,EASTER TIN BUNNY BOUQUET,18,1.65,29.699999999999996
1529,22860,2011-02-15 14:49:00,EASTER TIN CHICKS PINK DAISY,24,1.6499999999999997,39.599999999999994
1530,22861,2011-03-15 10:53:00,EASTER TIN CHICKS IN GARDEN,12,1.65,19.799999999999997
1531,22862,2010-10-03 10:52:00,LOVE HEART NAPKIN BOX ,72,4.25,306.0
1532,22863,2010-09-23 16:09:00,SOAP DISH BROCANTE,240,2.8045454545454547,631.2
1533,22865,2010-09-21 13:06:00,HAND WARMER OWL DESIGN,78,2.1,163.8
1534,22866,2010-10-14 17:09:00,HAND WARMER SCOTTY DOG DESIGN,210,2.075,417.00000000000006
1535,22867,2010-11-05 17:24:00,HAND WARMER BIRD DESIGN,78,2.1,163.8
1536,22890,2010-10-22 09:36:00,NOVELTY BISCUITS CAKE STAND 3 TIER,8,9.95,79.6
1537,22891,2010-11-15 13:54:00,TEA FOR ONE POLKADOT,37,4.166666666666667,145.25
1538,22892,2010-10-19 12:14:00,SALT AND PEPPER SHAKERS TOADSTOOLS,72,1.25,90.0
1539,22893,2010-10-26 08:11:00,MINI CAKE STAND T-LIGHT HOLDER,24,0.42,10.08
1540,22894,2010-09-27 10:23:00,TABLECLOTH RED APPLES DESIGN ,27,9.04375,245.45
1541,22895,2010-09-27 10:23:00,SET OF 2 TEA TOWELS APPLE AND PEARS,30,3.0250000000000004,90.30000000000001
1542,22896,2010-10-06 15:58:00,PEG BAG APPLE DESIGN,148,2.5,332.40000000000003
1543,22897,2010-09-27 10:23:00,OVEN MITT APPLE DESIGN,60,1.45,87.0
1544,22898,2010-09-27 10:23:00,CHILDRENS APRON APPLE DESIGN,64,1.95,124.8
1545,22899,2010-11-03 10:20:00,CHILDREN'S APRON DOLLY GIRL ,50,2.1,105.00000000000001
1546,22903,2010-09-28 13:13:00,CALENDAR FAMILY FAVORITES,4,2.95,11.8
1547,22904,2010-09-28 13:13:00,CALENDAR PAPER CUT DESIGN,124,2.95,365.80000000000007
1548,22905,2010-09-28 13:13:00,CALENDAR IN SEASON DESIGN,52,2.95,153.4
1549,22906,2011-06-24 15:51:00,12 MESSAGE CARDS WITH ENVELOPES,36,1.6499999999999997,59.39999999999999
1550,22907,2010-09-21 17:10:00,PACK OF 20 NAPKINS PANTRY DESIGN,780,0.8269696969696969,597.72
1551,22908,2010-09-27 10:23:00,PACK OF 20 NAPKINS RED APPLES,420,0.829,296.52
1552,22909,2010-09-21 12:43:00,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1392,0.8097142857142857,1043.04
1553,22910,2010-09-21 12:43:00,PAPER CHAIN KIT VINTAGE CHRISTMAS,574,2.8166666666666664,1533.3
1554,22912,2011-02-15 14:49:00,YELLOW COAT RACK PARIS FASHION,16,4.95,79.2
1555,22913,2011-02-15 14:49:00,RED COAT RACK PARIS FASHION,17,4.95,84.15
1556,22914,2010-12-17 14:21:00,BLUE COAT RACK PARIS FASHION,38,4.95,188.10000000000002
1557,22915,2011-05-16 13:20:00,ASSORTED BOTTLE TOP  MAGNETS ,24,0.42,10.08
1558,22916,2010-12-17 14:21:00,HERB MARKER THYME,24,0.65,15.600000000000001
1559,22917,2010-12-17 14:21:00,HERB MARKER ROSEMARY,48,0.65,31.200000000000003
1560,22918,2010-12-17 14:21:00,HERB MARKER PARSLEY,48,0.65,31.200000000000003
1561,22919,2010-12-17 14:21:00,HERB MARKER MINT,24,0.65,15.600000000000001
1562,22920,2010-12-17 14:21:00,HERB MARKER BASIL,48,0.65,31.200000000000003
1563,22921,2010-12-17 14:21:00,HERB MARKER CHIVES ,24,0.65,15.600000000000001
1564,22922,2011-10-10 12:37:00,FRIDGE MAGNETS US DINER ASSORTED,24,0.85,20.4
1565,22923,2011-09-07 14:13:00,FRIDGE MAGNETS LES ENFANTS ASSORTED,24,0.85,20.4
1566,22925,2011-03-15 14:32:00,BLUE GIANT GARDEN THERMOMETER,6,5.95,35.7
1567,22926,2011-02-14 09:45:00,IVORY GIANT GARDEN THERMOMETER,6,5.95,35.7
1568,22927,2011-02-14 09:45:00,GREEN GIANT GARDEN THERMOMETER,16,5.95,95.2
1569,22928,2011-03-15 14:32:00,YELLOW GIANT GARDEN THERMOMETER,4,5.95,23.8
1570,22929,2010-12-17 14:21:00,SCHOOL DESK AND CHAIR ,1,65.0,65.0
1571,22930,2011-02-15 14:49:00,BAKING MOULD HEART MILK CHOCOLATE,4,2.55,10.2
1572,22931,2011-01-14 14:11:00,BAKING MOULD HEART WHITE CHOCOLATE,156,2.4,333.00000000000006
1573,22932,2011-01-14 14:11:00,BAKING MOULD TOFFEE CUP CHOCOLATE,262,2.4,560.1
1574,22933,2011-01-14 14:11:00,BAKING MOULD EASTER EGG MILK CHOC,142,2.85,370.90000000000003
1575,22934,2011-01-14 14:11:00,BAKING MOULD EASTER EGG WHITE CHOC,78,2.75,201.3
1576,22935,2011-01-14 14:11:00,BAKING MOULD ROSE MILK CHOCOLATE,72,2.75,198.0
1577,22936,2011-01-14 14:11:00,BAKING MOULD ROSE WHITE CHOCOLATE,78,2.875,217.5
1578,22937,2011-01-26 12:29:00,BAKING MOULD CHOCOLATE CUPCAKES,30,2.55,76.5
1579,22938,2010-10-18 12:04:00,CUPCAKE LACE PAPER SET 6,120,1.9000000000000001,219.6
1580,22939,2010-09-27 10:23:00,APRON APPLE DELIGHT,42,4.950000000000001,207.9
1581,22940,2010-09-26 13:20:00,FELTCRAFT CHRISTMAS FAIRY,80,4.25,340.0
1582,22941,2010-10-22 09:36:00,CHRISTMAS LIGHTS 10 REINDEER,25,8.5,212.5
1583,22942,2010-10-21 12:14:00,CHRISTMAS LIGHTS 10 SANTAS ,72,7.694444444444445,504.6
1584,22943,2010-10-21 12:14:00,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,111,4.759090909090909,499.05
1585,22944,2010-09-20 12:02:00,CHRISTMAS METAL POSTCARD WITH BELLS,372,0.8677777777777779,217.32
1586,22945,2010-09-20 12:02:00,CHRISTMAS METAL TAGS ASSORTED ,384,0.8145454545454545,307.67999999999995
1587,22946,2010-09-21 12:43:00,WOODEN ADVENT CALENDAR CREAM,16,16.95,271.2
1588,22947,2010-09-30 10:29:00,WOODEN ADVENT CALENDAR RED,46,11.55,437.70000000000005
1589,22948,2010-12-03 14:04:00,METAL DECORATION NAUGHTY CHILDREN ,72,0.85,61.199999999999996
1590,22949,2010-10-27 13:29:00,36 DOILIES DOLLY GIRL,12,1.45,17.4
1591,22950,2010-09-20 12:02:00,36 DOILIES VINTAGE CHRISTMAS,1500,1.3763157894736842,1973.3999999999999
1592,22951,2010-09-29 13:14:00,60 CAKE CASES DOLLY GIRL DESIGN,408,0.55,224.4
1593,22952,2010-09-21 12:43:00,72 CAKE CASES VINTAGE CHRISTMAS,1952,0.5175000000000001,917.6
1594,22955,2011-02-14 09:45:00,36 FOIL STAR CAKE CASES ,40,2.1,84.0
1595,22956,2011-02-14 09:45:00,36 FOIL HEART CAKE CASES,46,2.1,96.60000000000001
1596,22957,2011-01-14 14:11:00,SET 3 PAPER VINTAGE CHICK PAPER EGG,393,2.816666666666667,1015.35
1597,22959,2010-09-21 12:43:00,WRAP CHRISTMAS VILLAGE,100,0.42,42.0
1598,22960,2010-12-17 10:46:00,JAM MAKING SET WITH JARS,784,4.006756756756757,3089.0
1599,22961,2010-11-29 10:41:00,JAM MAKING SET PRINTED,1068,1.4448717948717948,1491.0
1600,22962,2010-12-17 10:46:00,JAM JAR WITH PINK LID,48,0.85,40.8
1601,22963,2010-12-17 10:46:00,JAM JAR WITH GREEN LID,60,0.85,51.0
1602,22964,2011-02-15 14:50:00,3 PIECE SPACEBOY COOKIE CUTTER SET,158,2.0375,295.8
1603,22965,2010-12-21 13:45:00,3 TRADITIONAl BISCUIT CUTTERS  SET,210,2.079166666666667,405.00000000000006
1604,22966,2010-11-29 10:41:00,GINGERBREAD MAN COOKIE CUTTER,540,1.23,620.28
1605,22967,2011-01-14 14:11:00,SET 3 SONG BIRD PAPER EGGS ASSORTED,320,2.85,828.8
1606,22968,2010-11-08 15:42:00,ROSE COTTAGE KEEPSAKE BOX ,84,9.466666666666667,731.4000000000001
1607,22969,2010-12-17 10:46:00,HOMEMADE JAM SCENTED CANDLES,516,1.425,705.0
1608,22972,2011-03-04 14:02:00,CHILDREN'S SPACEBOY MUG,24,1.65,39.599999999999994
1609,22974,2011-03-04 14:02:00,CHILDRENS DOLLY GIRL MUG,24,1.65,39.599999999999994
1610,22975,2011-03-04 14:02:00,SPACEBOY CHILDRENS EGG CUP,12,1.25,15.0
1611,22976,2011-05-18 13:58:00,CIRCUS PARADE CHILDRENS EGG CUP ,12,1.25,15.0
1612,22977,2011-03-04 14:02:00,DOLLY GIRL CHILDRENS EGG CUP,24,1.25,30.0
1613,22978,2011-02-21 08:33:00,PANTRY ROLLING PIN,247,3.655263157894737,891.69
1614,22979,2011-03-10 10:32:00,PANTRY WASHING UP BRUSH,244,1.407142857142857,339.4
1615,22980,2011-03-10 10:32:00,PANTRY SCRUBBING BRUSH,162,1.5954545454545455,257.7
1616,22981,2011-07-19 09:50:00,PANTRY APPLE CORER,24,1.45,34.8
1617,22982,2011-05-10 10:19:00,PANTRY PASTRY BRUSH,72,1.25,90.0
1618,22983,2010-10-27 09:59:00,"CARD, BILLBOARD FONT",60,0.42,25.200000000000003
1619,22984,2010-11-05 17:24:00,"CARD, GINGHAM ROSE ",132,0.40800000000000003,51.12
1620,22985,2011-01-26 12:29:00,"WRAP, BILLBOARD FONTS DESIGN",475,0.404,175.5
1621,22986,2011-01-26 12:29:00,GINGHAM ROSE WRAP,50,0.42,21.0
1622,22989,2011-03-04 14:02:00,SET 2 PANTRY DESIGN TEA TOWELS,242,3.159090909090909,686.5
1623,22990,2011-03-04 14:02:00,COTTON APRON PANTRY DESIGN,26,4.95,128.7
1624,22991,2011-03-15 10:53:00,GIRAFFE WOODEN RULER,108,1.95,210.6
1625,22992,2011-04-01 14:45:00,REVOLVER WOODEN RULER ,60,1.95,117.0
1626,22993,2011-04-06 13:18:00,SET OF 4 PANTRY JELLY MOULDS,412,1.2215,473.96000000000004
1627,22994,2011-06-08 10:45:00,TRAVEL CARD WALLET RETROSPOT,24,0.42,10.08
1628,22999,2011-06-08 10:45:00,TRAVEL CARD WALLET RETRO PETALS,48,0.42,20.16
1629,23000,2011-03-25 12:04:00,TRAVEL CARD WALLET TRANSPORT,24,0.42,10.08
1630,23004,2011-06-08 10:45:00,TRAVEL CARD WALLET PANTRY,24,0.42,10.08
1631,23006,2011-03-25 12:04:00,TRAVEL CARD WALLET FLOWER MEADOW,24,0.42,10.08
1632,23007,2011-03-10 11:37:00, SPACEBOY BABY GIFT SET,54,16.15,819.3
1633,23008,2011-03-10 11:37:00,DOLLY GIRL BABY GIFT SET,78,15.807142857142855,1178.1
1634,23010,2011-03-10 11:37:00,CIRCUS PARADE BABY GIFT SET,57,15.75,858.1499999999999
1635,23012,2011-08-12 09:14:00,GLASS APOTHECARY BOTTLE PERFUME,24,3.7833333333333337,88.80000000000001
1636,23013,2011-09-20 10:01:00,GLASS APOTHECARY BOTTLE TONIC,24,3.825,88.80000000000001
1637,23015,2011-07-19 09:50:00,CORDIAL GLASS JUG,4,8.25,33.0
1638,23021,2011-09-20 10:01:00,GLASS BONNE JAM JAR,4,4.15,16.6
1639,23022,2011-07-26 12:00:00,SMALL BONNE JAM JAR  T-LIGHT HOLDER,24,2.08,49.92
1640,23023,2011-07-04 12:39:00,RIDGED BONNE JAM JAR T-LIGHT HOLDER,24,1.65,39.599999999999994
1641,23025,2011-07-28 17:00:00,DRAWER KNOB VINTAGE GLASS BALL,24,2.08,49.92
1642,23026,2011-07-28 17:00:00,DRAWER KNOB VINTAGE GLASS STAR,30,2.08,62.400000000000006
1643,23028,2011-06-15 14:48:00,DOORKNOB CRACKED GLAZE BLUE,252,1.5499999999999998,367.79999999999995
1644,23029,2011-06-27 08:49:00,DOORKNOB CRACKED GLAZE GREEN,36,1.65,59.39999999999999
1645,23031,2011-06-27 08:49:00,DOORKNOB CRACKED GLAZE PINK,54,1.65,89.1
1646,23032,2011-06-15 14:48:00,DOORKNOB CRACKED GLAZE IVORY,372,1.5642857142857143,546.5999999999999
1647,23033,2011-09-02 11:43:00,DRAWER KNOB CERAMIC RED,18,1.45,26.099999999999998
1648,23034,2011-11-13 13:03:00,DRAWER KNOB CERAMIC BLACK,6,1.45,8.7
1649,23035,2011-07-18 08:32:00,DRAWER KNOB CERAMIC IVORY,168,1.45,243.6
1650,23040,2011-10-10 09:18:00,PAPER LANTERN 9 POINT SNOW STAR ,123,5.35,611.25
1651,23044,2011-06-24 15:51:00,PAPER LANTERN 9 POINT HOLLY STAR S,6,4.15,24.900000000000002
1652,23045,2011-06-24 15:51:00,PAPER LANTERN 5 POINT STAR MOON ,6,4.15,24.900000000000002
1653,23046,2011-10-10 09:18:00,PAPER LANTERN 9 POINT DELUXE STAR,242,6.2,1393.3
1654,23048,2011-05-08 11:37:00,SET OF 10 LANTERNS FAIRY LIGHT STAR,8,4.15,33.2
1655,23049,2011-03-15 10:53:00,RECYCLED ACAPULCO MAT RED,12,8.25,99.0
1656,23050,2011-05-16 08:16:00,RECYCLED ACAPULCO MAT GREEN,7,8.25,57.75
1657,23051,2011-08-05 17:12:00,RECYCLED ACAPULCO MAT BLUE,1,8.25,8.25
1658,23052,2011-03-15 10:53:00,RECYCLED ACAPULCO MAT TURQUOISE,10,8.25,82.5
1659,23053,2011-08-05 17:12:00,RECYCLED ACAPULCO MAT PINK,1,8.25,8.25
1660,23054,2011-03-15 10:53:00,RECYCLED ACAPULCO MAT LAVENDER,6,8.25,49.5
1661,23056,2011-10-17 12:41:00,FLOWERS CHANDELIER T-LIGHT HOLDER,3,6.25,18.75
1662,23058,2011-10-11 14:59:00,CHRISTMAS HANGING SNOWFLAKE,24,0.79,18.96
1663,23060,2011-11-01 09:24:00,HEART BEADED TRELLIS DECORATION,12,2.08,24.96
1664,23061,2011-05-23 10:34:00,VINTAGE EMBOSSED HEART,36,1.25,45.0
1665,23064,2011-09-23 14:49:00,CINDERELLA CHANDELIER ,0,49.95,0.0
1666,23065,2011-05-08 11:37:00,LARGE DECO JEWELLERY STAND,58,12.049999999999999,660.2
1667,23066,2011-05-08 11:37:00,SMALL DECO JEWELLERY STAND,59,8.05,448.35
1668,23067,2011-09-19 14:55:00,HANGING ENGRAVED METAL HEART,6,4.15,24.900000000000002
1669,23068,2011-09-19 14:55:00,ALUMINIUM STAMPED HEART,8,2.49,19.92
1670,23069,2011-05-08 11:37:00,EDWARDIAN PHOTO FRAME,2,6.25,12.5
1671,23070,2011-05-08 11:37:00,EDWARDIAN HEART PHOTO FRAME,4,4.15,16.6
1672,23071,2011-05-08 11:37:00,MARIE ANTOINETTE TRINKET BOX GOLD,3,12.5,37.5
1673,23072,2011-05-08 11:37:00,MARIE ANTOINETTE TRINKET BOX SILVER,3,12.5,37.5
1674,23073,2011-05-08 11:37:00,GEORGIAN TRINKET BOX,8,12.5,100.0
1675,23074,2011-10-17 12:25:00,EMBOSSED HEART TRINKET BOX,6,2.08,12.48
1676,23075,2011-05-16 09:40:00,PARLOUR CERAMIC WALL HOOK,12,4.15,49.800000000000004
1677,23076,2011-04-01 14:45:00,ICE CREAM SUNDAE LIP GLOSS,96,1.25,120.0
1678,23077,2011-07-19 09:50:00,DOUGHNUT LIP GLOSS ,60,1.25,75.0
1679,23078,2011-04-01 14:45:00,ICE CREAM PEN LIP GLOSS ,96,1.25,120.0
1680,23079,2011-06-13 10:36:00,TOADSTOOL BEDSIDE LIGHT ,6,8.95,53.699999999999996
1681,23080,2011-07-01 11:29:00,RED METAL BOX TOP SECRET,10,8.25,82.5
1682,23081,2011-07-01 11:29:00,GREEN METAL BOX ARMY SUPPLIES,10,8.25,82.5
1683,23082,2011-09-07 14:13:00,SET 6 PAPER TABLE LANTERN HEARTS ,54,3.75,202.5
1684,23083,2011-06-24 15:51:00,SET 6 PAPER TABLE LANTERN STARS ,60,3.75,225.0
